days.incubated,estimate,upper95,lower95,pair_id,mesh.type,cohort_id,year,stream,block,species
23,-0.003767040660900596,-0.0019335418679152115,-0.005496133187232649,3,Coarse,3,pre1,TOWR,4,WOOD
24,-0.003757422624903404,-0.0019438545811739907,-0.005485868357987578,3,Coarse,3,pre1,TOWR,4,WOOD
25,-0.00374646604220605,-0.0019292566372870537,-0.0054789119848439255,3,Coarse,3,pre1,TOWR,4,WOOD
26,-0.0037344326097249942,-0.0019268647475386789,-0.005467707237171975,3,Coarse,3,pre1,TOWR,4,WOOD
27,-0.0037215359176236444,-0.0019275884809895776,-0.005479708289698446,3,Coarse,3,pre1,TOWR,4,WOOD
28,-0.0037079511786988393,-0.0019247526166740717,-0.005508813752547204,3,Coarse,3,pre1,TOWR,4,WOOD
29,-0.00369382276796025,-0.0019211309632568368,-0.005508677166000155,3,Coarse,3,pre1,TOWR,4,WOOD
30,-0.0036792701163755647,-0.0019177304534128824,-0.005508035482793541,3,Coarse,3,pre1,TOWR,4,WOOD
31,-0.003664392355233615,-0.0019113717380990509,-0.005509790579255928,3,Coarse,3,pre1,TOWR,4,WOOD
32,-0.0036492720032885676,-0.0019052500397363627,-0.0054947533383542385,3,Coarse,3,pre1,TOWR,4,WOOD
33,-0.00363397791422141,-0.0018987884267023605,-0.005491390003035182,3,Coarse,3,pre1,TOWR,4,WOOD
34,-0.0036185676479468494,-0.0018928440325324874,-0.0055062245650597695,3,Coarse,3,pre1,TOWR,4,WOOD
35,-0.0036030893897960126,-0.0018866871548904247,-0.005515065271194433,3,Coarse,3,pre1,TOWR,4,WOOD
36,-0.003587583512435178,-0.001880292507682158,-0.0055099688731940245,3,Coarse,3,pre1,TOWR,4,WOOD
37,-0.0035720838536380628,-0.0018732324817237933,-0.005497857465345762,3,Coarse,3,pre1,TOWR,4,WOOD
38,-0.003556618766685201,-0.00186570645963534,-0.005485274263500477,3,Coarse,3,pre1,TOWR,4,WOOD
39,-0.0035412119877762105,-0.0018580913044096777,-0.0054717919037303355,3,Coarse,3,pre1,TOWR,4,WOOD
40,-0.0035258833553820776,-0.0018463903875938735,-0.005457634668504443,3,Coarse,3,pre1,TOWR,4,WOOD
41,-0.0035106494091893376,-0.0018318557094103342,-0.00544362149028789,3,Coarse,3,pre1,TOWR,4,WOOD
42,-0.0034955238906546724,-0.0018176367762727198,-0.005427840290505125,3,Coarse,3,pre1,TOWR,4,WOOD
43,-0.0034805181627985834,-0.0018037245588546093,-0.0054071029546225455,3,Coarse,3,pre1,TOWR,4,WOOD
44,-0.003465641563425075,-0.0017901101158943522,-0.005390798695586763,3,Coarse,3,pre1,TOWR,4,WOOD
45,-0.003450901703240108,-0.00177678464123526,-0.005381754617270251,3,Coarse,3,pre1,TOWR,4,WOOD
46,-0.003436304718190545,-0.0017637394991602577,-0.005372460846102342,3,Coarse,3,pre1,TOWR,4,WOOD
47,-0.003421855483629969,-0.0017509662504183138,-0.005358301693839926,3,Coarse,3,pre1,TOWR,4,WOOD
48,-0.0034075577965449293,-0.001738456670860148,-0.005339940623453125,3,Coarse,3,pre1,TOWR,4,WOOD
49,-0.0033934145309703354,-0.0017262027641967068,-0.005321125447428938,3,Coarse,3,pre1,TOWR,4,WOOD
50,-0.0033794277708291435,-0.00171419677010452,-0.005308816755038668,3,Coarse,3,pre1,TOWR,4,WOOD
51,-0.0033655989237074495,-0.0017024311686595602,-0.005296470320780855,3,Coarse,3,pre1,TOWR,4,WOOD
52,-0.003351928818484482,-0.0016908986818672698,-0.005284100370889128,3,Coarse,3,pre1,TOWR,4,WOOD
53,-0.0033384177892545855,-0.001678337669095575,-0.005271719564949617,3,Coarse,3,pre1,TOWR,4,WOOD
54,-0.0033250657475803087,-0.0016653455871390639,-0.0052584409165831155,3,Coarse,3,pre1,TOWR,4,WOOD
55,-0.003311872244789763,-0.0016526459534674412,-0.005244463509428153,3,Coarse,3,pre1,TOWR,4,WOOD
56,-0.0032988365257598453,-0.0016402542615812023,-0.005230925302271434,3,Coarse,3,pre1,TOWR,4,WOOD
57,-0.0032859575754032003,-0.0016281455716516259,-0.0052226201180742005,3,Coarse,3,pre1,TOWR,4,WOOD
58,-0.003273234158889547,-0.001618582675307341,-0.0052106276038327015,3,Coarse,3,pre1,TOWR,4,WOOD
59,-0.003260664856476449,-0.0016115330425727538,-0.005198667160495451,3,Coarse,3,pre1,TOWR,4,WOOD
60,-0.0032482480936934853,-0.0016045642149691444,-0.005186744722209641,3,Coarse,3,pre1,TOWR,4,WOOD
61,-0.0032359821675148866,-0.0015976655087307774,-0.005174865565845975,3,Coarse,3,pre1,TOWR,4,WOOD
62,-0.003223865269062741,-0.0015882232221249048,-0.005163034377636774,3,Coarse,3,pre1,TOWR,4,WOOD
63,-0.003211895503305332,-0.001579086028462685,-0.005151255312574297,3,Coarse,3,pre1,TOWR,4,WOOD
64,-0.003200070906149469,-0.001571769929416551,-0.00513953204742519,3,Coarse,3,pre1,TOWR,4,WOOD
65,-0.003188389459269203,-0.0015645528516985373,-0.005127867828118775,3,Coarse,3,pre1,TOWR,4,WOOD
66,-0.0031768491029664676,-0.001557433013375252,-0.005116265512157543,3,Coarse,3,pre1,TOWR,4,WOOD
67,-0.0031654477473183062,-0.0015504086413795815,-0.005104727606630831,3,Coarse,3,pre1,TOWR,4,WOOD
68,-0.0031541832818308404,-0.0015434779757280948,-0.005098253342403571,3,Coarse,3,pre1,TOWR,4,WOOD
69,-0.0031430535837908393,-0.0015366392730622254,-0.005099520019255713,3,Coarse,3,pre1,TOWR,4,WOOD
70,-0.003132056525480176,-0.0015298908096044509,-0.005100193488486862,3,Coarse,3,pre1,TOWR,4,WOOD
71,-0.0031211899803965984,-0.0015232308836039174,-0.005085916508311378,3,Coarse,3,pre1,TOWR,4,WOOD
72,-0.0031104518286058347,-0.0015166578173521211,-0.005067834158485608,3,Coarse,3,pre1,TOWR,4,WOOD
73,-0.003099839961334078,-0.001510223616030582,-0.0050499827637484175,3,Coarse,3,pre1,TOWR,4,WOOD
74,-0.003089352284894846,-0.0015039909416325703,-0.0050323656957055015,3,Coarse,3,pre1,TOWR,4,WOOD
75,-0.003078986724033913,-0.0014978353796695992,-0.005014977931998894,3,Coarse,3,pre1,TOWR,4,WOOD
76,-0.003068741224764058,-0.0014917555532410174,-0.005001105272174411,3,Coarse,3,pre1,TOWR,4,WOOD
77,-0.003058613756753105,-0.0014857501050204035,-0.004988955481414231,3,Coarse,3,pre1,TOWR,4,WOOD
78,-0.0030486023153207488,-0.001479817698259891,-0.004978209444524559,3,Coarse,3,pre1,TOWR,4,WOOD
79,-0.003038704923092669,-0.0014716914088963172,-0.004968356914451656,3,Coarse,3,pre1,TOWR,4,WOOD
80,-0.0030289196313545252,-0.0014642865152771905,-0.004957850488131044,3,Coarse,3,pre1,TOWR,4,WOOD
81,-0.003019244521143466,-0.0014584325571798038,-0.004947419537051448,3,Coarse,3,pre1,TOWR,4,WOOD
82,-0.00300967770410985,-0.0014502809513242444,-0.004937064040183263,3,Coarse,3,pre1,TOWR,4,WOOD
83,-0.003000217323178157,-0.001442261382829388,-0.004926783905420335,3,Coarse,3,pre1,TOWR,4,WOOD
84,-0.0029908615530327516,-0.0014343703048049685,-0.004916578976521907,3,Coarse,3,pre1,TOWR,4,WOOD
85,-0.0029816086004505237,-0.00142660430276774,-0.004906435140255811,3,Coarse,3,pre1,TOWR,4,WOOD
86,-0.0029724567045006016,-0.0014189600883466244,-0.00489612401414811,3,Coarse,3,pre1,TOWR,4,WOOD
87,-0.0029634041366281474,-0.001411434493351641,-0.004885892043616935,3,Coarse,3,pre1,TOWR,4,WOOD
88,-0.002954449200637985,-0.0014040244641785572,-0.004875738736156995,3,Coarse,3,pre1,TOWR,4,WOOD
89,-0.0029455902325909284,-0.0013967270565284995,-0.004865663567046109,3,Coarse,3,pre1,TOWR,4,WOOD
90,-0.0029368256006258114,-0.0013895394304242275,-0.004855665983046536,3,Coarse,3,pre1,TOWR,4,WOOD
91,-0.0029281537047164672,-0.001382458845496963,-0.004845745405782028,3,Coarse,3,pre1,TOWR,4,WOOD
92,-0.0029195729763739327,-0.0013754826565335286,-0.004840304703815455,3,Coarse,3,pre1,TOWR,4,WOOD
93,-0.0029110818783017233,-0.0013686083092662716,-0.004835852189464263,3,Coarse,3,pre1,TOWR,4,WOOD
94,-0.0029026789040112063,-0.0013618333363817799,-0.004828964470059575,3,Coarse,3,pre1,TOWR,4,WOOD
95,-0.0028943625774037383,-0.001355155353749749,-0.004818432063842288,3,Coarse,3,pre1,TOWR,4,WOOD
96,-0.0028861314523250733,-0.0013486135100433836,-0.004807988742531341,3,Coarse,3,pre1,TOWR,4,WOOD
97,-0.0028779841120968944,-0.0013434063689020763,-0.00479763343730985,3,Coarse,3,pre1,TOWR,4,WOOD
98,-0.002869919169029956,-0.0013393236413203424,-0.004790267705304483,3,Coarse,3,pre1,TOWR,4,WOOD
99,-0.0028619352639225565,-0.0013352797872312472,-0.00478578746042735,3,Coarse,3,pre1,TOWR,4,WOOD
100,-0.00285403106554782,-0.0013312742477769013,-0.004781299934592884,3,Coarse,3,pre1,TOWR,4,WOOD
101,-0.002846205270132502,-0.00132730647201577,-0.004776806424548463,3,Coarse,3,pre1,TOWR,4,WOOD
102,-0.0028384566008302263,-0.0013233759170010876,-0.004772308154337692,3,Coarse,3,pre1,TOWR,4,WOOD
103,-0.002830783807191204,-0.001319482047836096,-0.0047678062794684565,3,Coarse,3,pre1,TOWR,4,WOOD
104,-0.0028231856646302976,-0.001315624337705736,-0.004763301890817404,3,Coarse,3,pre1,TOWR,4,WOOD
105,-0.002815660973895583,-0.0013118022678900874,-0.004758513994028543,3,Coarse,3,pre1,TOWR,4,WOOD
106,-0.0028082085605383392,-0.0013080153277611384,-0.004753662296713743,3,Coarse,3,pre1,TOWR,4,WOOD
107,-0.0028008272743862044,-0.001303438589481963,-0.004748803473725123,3,Coarse,3,pre1,TOWR,4,WOOD
108,-0.002793515989020393,-0.0012979314235188825,-0.004743951368929448,3,Coarse,3,pre1,TOWR,4,WOOD
109,-0.002786273601258005,-0.0012925240119553646,-0.004734831092087707,3,Coarse,3,pre1,TOWR,4,WOOD
110,-0.002779099030640194,-0.0012871825088564394,-0.004723909392679039,3,Coarse,3,pre1,TOWR,4,WOOD
111,-0.002771991218926928,-0.0012819055763163634,-0.00471305546582956,3,Coarse,3,pre1,TOWR,4,WOOD
112,-0.002764949129598941,-0.0012766919143008609,-0.004702299976729232,3,Coarse,3,pre1,TOWR,4,WOOD
113,-0.0027579717473673678,-0.0012715402592804014,-0.004691641406883704,3,Coarse,3,pre1,TOWR,4,WOOD
114,-0.002751058077691314,-0.001266449382917605,-0.004681078269233961,3,Coarse,3,pre1,TOWR,4,WOOD
115,-0.002744207146303964,-0.0012614180908177169,-0.0046706091074077945,3,Coarse,3,pre1,TOWR,4,WOOD
116,-0.002737417998747238,-0.0012564452213279333,-0.004660232494989872,3,Coarse,3,pre1,TOWR,4,WOOD
117,-0.002730689699915329,-0.0012515296443913978,-0.004649947034804754,3,Coarse,3,pre1,TOWR,4,WOOD
118,-0.002724021333607251,-0.00124667026044883,-0.0046423368073864185,3,Coarse,3,pre1,TOWR,4,WOOD
119,-0.0027174120020884217,-0.0012418659993855595,-0.004637631565895332,3,Coarse,3,pre1,TOWR,4,WOOD
120,-0.0027108608256615116,-0.0012371158195249906,-0.004632938126112024,3,Coarse,3,pre1,TOWR,4,WOOD
121,-0.0027043669422463228,-0.0012324187066605386,-0.004628256825467185,3,Coarse,3,pre1,TOWR,4,WOOD
122,-0.002697929506969102,-0.001227773673131168,-0.00462053804709489,3,Coarse,3,pre1,TOWR,4,WOOD
123,-0.0026915476917607076,-0.0012231966333875926,-0.0046120551516947526,3,Coarse,3,pre1,TOWR,4,WOOD
124,-0.002685220684964156,-0.0012186869358894081,-0.004603636943080289,3,Coarse,3,pre1,TOWR,4,WOOD
125,-0.002678947690951022,-0.001214225942456505,-0.004595439557431902,3,Coarse,3,pre1,TOWR,4,WOOD
126,-0.0026727279297468634,-0.0012098127760721293,-0.004589046085665022,3,Coarse,3,pre1,TOWR,4,WOOD
