days.incubated,estimate,upper95,lower95,pair_id,mesh.type,cohort_id,year,stream,block,species
25,-0.006251041402192334,-0.00445119035424001,-0.007997326526657599,1,Coarse,1,pre1,TOWR,4,ACER
26,-0.006254376417073148,-0.004435470970677666,-0.008005764869530198,1,Coarse,1,pre1,TOWR,4,ACER
27,-0.006255417864950211,-0.004411851609699046,-0.00798577529060217,1,Coarse,1,pre1,TOWR,4,ACER
28,-0.00625449387034332,-0.004386084924214638,-0.007996591761444164,1,Coarse,1,pre1,TOWR,4,ACER
29,-0.006251881297821259,-0.0043627260731184826,-0.008000986869922918,1,Coarse,1,pre1,TOWR,4,ACER
30,-0.006247814927680955,-0.004355363826675008,-0.007992911132101734,1,Coarse,1,pre1,TOWR,4,ACER
31,-0.006242494768818691,-0.004348785570565573,-0.007968305633387419,1,Coarse,1,pre1,TOWR,4,ACER
32,-0.006236091930914854,-0.004335361151724556,-0.007981393777679771,1,Coarse,1,pre1,TOWR,4,ACER
33,-0.006228753372821446,-0.0043232276037578924,-0.007992717277010107,1,Coarse,1,pre1,TOWR,4,ACER
34,-0.006220605767321399,-0.004314839516827745,-0.008002185648873984,1,Coarse,1,pre1,TOWR,4,ACER
35,-0.0062117586659079065,-0.0043021201502381696,-0.008009992136998309,1,Coarse,1,pre1,TOWR,4,ACER
36,-0.006202307105185144,-0.004286998286490619,-0.008013968102861547,1,Coarse,1,pre1,TOWR,4,ACER
37,-0.006192333764924226,-0.0042837562546303816,-0.008016714879478387,1,Coarse,1,pre1,TOWR,4,ACER
38,-0.00618191076390749,-0.0042748538064815095,-0.008028125914122466,1,Coarse,1,pre1,TOWR,4,ACER
39,-0.00617110116144843,-0.004252727746771094,-0.008031437052576643,1,Coarse,1,pre1,TOWR,4,ACER
40,-0.006159960218443397,-0.00423840823606466,-0.008038200715956128,1,Coarse,1,pre1,TOWR,4,ACER
41,-0.006148536460941184,-0.004211156991443783,-0.008038354984506823,1,Coarse,1,pre1,TOWR,4,ACER
42,-0.006136872580740908,-0.004195713075809374,-0.008040947795686837,1,Coarse,1,pre1,TOWR,4,ACER
43,-0.006125006200874402,-0.004180959756215076,-0.008050301637958918,1,Coarse,1,pre1,TOWR,4,ACER
44,-0.006112970528577632,-0.00416010856000232,-0.008049432071010148,1,Coarse,1,pre1,TOWR,4,ACER
45,-0.006100794914182569,-0.0041339722353627905,-0.008042541250504416,1,Coarse,1,pre1,TOWR,4,ACER
46,-0.0060885053310305685,-0.004108400584989966,-0.008034685719169935,1,Coarse,1,pre1,TOWR,4,ACER
47,-0.006076124788833775,-0.004083645672224882,-0.00802676289038763,1,Coarse,1,pre1,TOWR,4,ACER
48,-0.006063673690755049,-0.004062999993751806,-0.008020823981091562,1,Coarse,1,pre1,TOWR,4,ACER
49,-0.0060511701427283,-0.004039115510871661,-0.008034679137974045,1,Coarse,1,pre1,TOWR,4,ACER
50,-0.006038630222118236,-0.0040222620733599305,-0.00804469356439823,1,Coarse,1,pre1,TOWR,4,ACER
51,-0.006026068211655776,-0.004006209561537728,-0.00805116048202585,1,Coarse,1,pre1,TOWR,4,ACER
52,-0.00601349680362892,-0.003987581205696165,-0.008048892321243048,1,Coarse,1,pre1,TOWR,4,ACER
53,-0.006000927278523008,-0.0039692522249829545,-0.00804705145918541,1,Coarse,1,pre1,TOWR,4,ACER
54,-0.0059883696616518135,-0.003951331064840283,-0.008043767487804844,1,Coarse,1,pre1,TOWR,4,ACER
55,-0.005975832860781034,-0.003933795795317244,-0.00804017417148511,1,Coarse,1,pre1,TOWR,4,ACER
56,-0.005963324787294518,-0.00391680600243006,-0.008031174685370054,1,Coarse,1,pre1,TOWR,4,ACER
57,-0.005950852463077028,-0.0039004956156490577,-0.00802056430719579,1,Coarse,1,pre1,TOWR,4,ACER
58,-0.005938422114971518,-0.00389491504229479,-0.008009885606344242,1,Coarse,1,pre1,TOWR,4,ACER
59,-0.005926039258403178,-0.003890343638717274,-0.00799915014827088,1,Coarse,1,pre1,TOWR,4,ACER
60,-0.0059137087715376655,-0.0038701430385609365,-0.007988368451617222,1,Coarse,1,pre1,TOWR,4,ACER
61,-0.0059014349611520404,-0.003850312097714319,-0.00797755008763719,1,Coarse,1,pre1,TOWR,4,ACER
62,-0.005889221621235051,-0.0038308392969663412,-0.007976259371822482,1,Coarse,1,pre1,TOWR,4,ACER
63,-0.005877072085197062,-0.00381171361356878,-0.007995609130919163,1,Coarse,1,pre1,TOWR,4,ACER
64,-0.005864989272452465,-0.003792924494598236,-0.007997479103782169,1,Coarse,1,pre1,TOWR,4,ACER
65,-0.00585297573003808,-0.003774461831975188,-0.007983270004045232,1,Coarse,1,pre1,TOWR,4,ACER
66,-0.005841033669844804,-0.0037582809392391623,-0.007980666769483077,1,Coarse,1,pre1,TOWR,4,ACER
67,-0.005829165001966742,-0.0037434371761503847,-0.007981109027128968,1,Coarse,1,pre1,TOWR,4,ACER
68,-0.005817371364608072,-0.0037288045292875258,-0.007978355692547736,1,Coarse,1,pre1,TOWR,4,ACER
69,-0.005805654150933919,-0.003714378104845385,-0.007972860819683259,1,Coarse,1,pre1,TOWR,4,ACER
70,-0.005794014533203521,-0.0037003033235389806,-0.007967265059036327,1,Coarse,1,pre1,TOWR,4,ACER
71,-0.005782453484483377,-0.003686660847128815,-0.007961576403808462,1,Coarse,1,pre1,TOWR,4,ACER
72,-0.005770971798202791,-0.0036732008301903923,-0.007955802303230482,1,Coarse,1,pre1,TOWR,4,ACER
73,-0.005759570105782241,-0.003661705958344452,-0.007949949703715466,1,Coarse,1,pre1,TOWR,4,ACER
74,-0.00574824889253944,-0.003652572539764196,-0.007943668700267734,1,Coarse,1,pre1,TOWR,4,ACER
75,-0.005737008512053223,-0.0036414481115318144,-0.007937294922863157,1,Coarse,1,pre1,TOWR,4,ACER
76,-0.005725849199145337,-0.003626771741138002,-0.007930868196445803,1,Coarse,1,pre1,TOWR,4,ACER
77,-0.00571477108162225,-0.0036123050486645872,-0.007924393569214086,1,Coarse,1,pre1,TOWR,4,ACER
78,-0.005703774190903061,-0.003598042931167604,-0.007917875755805125,1,Coarse,1,pre1,TOWR,4,ACER
79,-0.005692858471645481,-0.0035839804570760763,-0.007911319161126825,1,Coarse,1,pre1,TOWR,4,ACER
80,-0.0056820237904703,-0.003570112859071426,-0.007904727902272628,1,Coarse,1,pre1,TOWR,4,ACER
81,-0.0056712699438731815,-0.003557841133202179,-0.007898105828691526,1,Coarse,1,pre1,TOWR,4,ACER
82,-0.005660596665403521,-0.0035457423698709413,-0.007891456540770626,1,Coarse,1,pre1,TOWR,4,ACER
83,-0.0056500036321816115,-0.0035337934563719193,-0.007884783406969529,1,Coarse,1,pre1,TOWR,4,ACER
84,-0.005639490470817844,-0.003522117436115723,-0.007878089579634366,1,Coarse,1,pre1,TOWR,4,ACER
85,-0.005629056762791242,-0.0035108203493068755,-0.007871378009606784,1,Coarse,1,pre1,TOWR,4,ACER
86,-0.0056187020493381305,-0.0035028109812060885,-0.007864651459724151,1,Coarse,1,pre1,TOWR,4,ACER
87,-0.005608425835897686,-0.0034948696859017233,-0.007861911497226443,1,Coarse,1,pre1,TOWR,4,ACER
88,-0.00559822759615516,-0.003486995748588842,-0.007854788348049702,1,Coarse,1,pre1,TOWR,4,ACER
89,-0.005588106775720298,-0.003479188447515581,-0.00784629614121338,1,Coarse,1,pre1,TOWR,4,ACER
90,-0.005578062795474659,-0.0034714470557258175,-0.007837644812666968,1,Coarse,1,pre1,TOWR,4,ACER
91,-0.005568095054617754,-0.0034637708426298853,-0.007829740196526403,1,Coarse,1,pre1,TOWR,4,ACER
92,-0.0055582029334396935,-0.003456159075409519,-0.007821551212553011,1,Coarse,1,pre1,TOWR,4,ACER
93,-0.00554838579584481,-0.0034449555884426587,-0.007813388453716288,1,Coarse,1,pre1,TOWR,4,ACER
94,-0.005538642991648577,-0.003433285876942797,-0.007805252838909858,1,Coarse,1,pre1,TOWR,4,ACER
95,-0.005528973858668259,-0.003421755049541844,-0.007797145210487318,1,Coarse,1,pre1,TOWR,4,ACER
96,-0.005519377724625223,-0.003410360281292381,-0.0077890663394322565,1,Coarse,1,pre1,TOWR,4,ACER
97,-0.005509853908875822,-0.003399098827208809,-0.007781016930163654,1,Coarse,1,pre1,TOWR,4,ACER
98,-0.0055004017239857275,-0.003387968019425681,-0.007772997624998822,1,Coarse,1,pre1,TOWR,4,ACER
99,-0.0054910204771613305,-0.003376965264478746,-0.007765009008305521,1,Coarse,1,pre1,TOWR,4,ACER
100,-0.005481709471550893,-0.0033660880406879328,-0.00775705161036074,1,Coarse,1,pre1,TOWR,4,ACER
101,-0.005472468007426291,-0.0033553338956631247,-0.007749125910946155,1,Coarse,1,pre1,TOWR,4,ACER
102,-0.005463295383255993,-0.003344700443900224,-0.007741232342696101,1,Coarse,1,pre1,TOWR,4,ACER
103,-0.005454190896678475,-0.0033341853644792987,-0.007733371294210552,1,Coarse,1,pre1,TOWR,4,ACER
104,-0.005445153845384583,-0.0033237863988598505,-0.007725543112968986,1,Coarse,1,pre1,TOWR,4,ACER
105,-0.00543618352791646,-0.00331350134875896,-0.007717748108032987,1,Coarse,1,pre1,TOWR,4,ACER
106,-0.005427279244390558,-0.0033033280741191764,-0.007709986552580098,1,Coarse,1,pre1,TOWR,4,ACER
107,-0.005418440297150554,-0.003293264491157491,-0.007702258686262927,1,Coarse,1,pre1,TOWR,4,ACER
108,-0.005409665991356588,-0.003283308570489026,-0.007694564717410588,1,Coarse,1,pre1,TOWR,4,ACER
109,-0.005400955635516094,-0.003273458335328305,-0.007686904825090654,1,Coarse,1,pre1,TOWR,4,ACER
110,-0.00539230854196086,-0.00326371185976091,-0.007679279161030021,1,Coarse,1,pre1,TOWR,4,ACER
111,-0.0053837240272752145,-0.003254067267079281,-0.007671687851415462,1,Coarse,1,pre1,TOWR,4,ACER
112,-0.0053752014126792385,-0.0032445227281889637,-0.007664130998575779,1,Coarse,1,pre1,TOWR,4,ACER
113,-0.005366740024370802,-0.0032350764600718347,-0.007656608682550909,1,Coarse,1,pre1,TOWR,4,ACER
114,-0.005358339193829935,-0.0032257267243118466,-0.007649120962573057,1,Coarse,1,pre1,TOWR,4,ACER
115,-0.005349998258088613,-0.00321715414207092,-0.007641667878434505,1,Coarse,1,pre1,TOWR,4,ACER
116,-0.0053417165599689885,-0.003208804307547667,-0.007634249451787834,1,Coarse,1,pre1,TOWR,4,ACER
117,-0.0053334934482925835,-0.0032005337153474343,-0.007626865687349908,1,Coarse,1,pre1,TOWR,4,ACER
118,-0.005325328278062992,-0.003192341067990647,-0.00761951657403619,1,Coarse,1,pre1,TOWR,4,ACER
119,-0.005317220410624239,-0.0031842250977173166,-0.007612202086022578,1,Coarse,1,pre1,TOWR,4,ACER
120,-0.005309169213797018,-0.003176184565630766,-0.0076049221837426505,1,Coarse,1,pre1,TOWR,4,ACER
121,-0.005301174061994432,-0.0031682182608665154,-0.007597676814818112,1,Coarse,1,pre1,TOWR,4,ACER
122,-0.005293234336319278,-0.003160352721018926,-0.007591069210842873,1,Coarse,1,pre1,TOWR,4,ACER
123,-0.005285349424644174,-0.0031525762587445634,-0.007585490466107272,1,Coarse,1,pre1,TOWR,4,ACER
124,-0.0052775187216762285,-0.0031448698731090744,-0.007579926344290653,1,Coarse,1,pre1,TOWR,4,ACER
125,-0.005269741629007508,-0.003137232472616429,-0.007574377141004195,1,Coarse,1,pre1,TOWR,4,ACER
126,-0.00526201755515242,-0.003129662989620456,-0.0075688431321887135,1,Coarse,1,pre1,TOWR,4,ACER
