days.incubated,estimate,upper95,lower95,pair_id,mesh.type,cohort_id,year,stream,block,species
31,9.466889619632535e-4,0.0013533067713172185,5.175572028367288e-4,2,Coarse,2,pre1,TOWR,4,RHODO
32,9.057161536132832e-4,0.0013188851455000336,4.8130796576613665e-4,2,Coarse,2,pre1,TOWR,4,RHODO
33,8.657032209588542e-4,0.0012827771436263375,4.4681608882384455e-4,2,Coarse,2,pre1,TOWR,4,RHODO
34,8.265778412444962e-4,0.0012461174141957334,4.137458268537619e-4,2,Coarse,2,pre1,TOWR,4,RHODO
35,7.882749668924444e-4,0.0012123106046311,3.793704139248042e-4,2,Coarse,2,pre1,TOWR,4,RHODO
36,7.507359081233974e-4,0.0011800143337667257,3.4473954525558514e-4,2,Coarse,2,pre1,TOWR,4,RHODO
37,7.1390755345233e-4,0.0011455699721765653,3.0651528751493774e-4,2,Coarse,2,pre1,TOWR,4,RHODO
38,6.777417041797986e-4,0.0011099464996980196,2.70396135894307e-4,2,Coarse,2,pre1,TOWR,4,RHODO
39,6.421945036531377e-4,0.0010752992629594084,2.3790596813770502e-4,2,Coarse,2,pre1,TOWR,4,RHODO
40,6.072259457235596e-4,0.0010443756260404727,2.0747687549776964e-4,2,Coarse,2,pre1,TOWR,4,RHODO
41,5.727994497085781e-4,0.0010135430459400298,1.7404306888689025e-4,2,Coarse,2,pre1,TOWR,4,RHODO
42,5.388814914628802e-4,9.811270073819265e-4,1.39404254369008e-4,2,Coarse,2,pre1,TOWR,4,RHODO
43,5.054412819936158e-4,9.487781278704983e-4,1.076654099291052e-4,2,Coarse,2,pre1,TOWR,4,RHODO
44,4.724504865324745e-4,9.140086014178529e-4,7.842334126591545e-5,2,Coarse,2,pre1,TOWR,4,RHODO
45,4.398829781695729e-4,8.830288629059556e-4,5.072267206645287e-5,2,Coarse,2,pre1,TOWR,4,RHODO
46,4.0771462112539205e-4,8.519708420156678e-4,1.932517706420806e-5,2,Coarse,2,pre1,TOWR,4,RHODO
47,3.7592307952959603e-4,8.209983373625033e-4,-1.0193748128171345e-5,2,Coarse,2,pre1,TOWR,4,RHODO
48,3.444876482272435e-4,7.915159092425025e-4,-3.753528354633012e-5,2,Coarse,2,pre1,TOWR,4,RHODO
49,3.133891026697777e-4,7.623755572669408e-4,-6.524824859718107e-5,2,Coarse,2,pre1,TOWR,4,RHODO
50,2.8260956539336864e-4,7.299659864758805e-4,-9.172739090603519e-5,2,Coarse,2,pre1,TOWR,4,RHODO
51,2.521323869572691e-4,6.973069672001738e-4,-1.1340682266477051e-4,2,Coarse,2,pre1,TOWR,4,RHODO
52,2.2194203952398406e-4,6.649500596555914e-4,-1.388389828063656e-4,2,Coarse,2,pre1,TOWR,4,RHODO
53,1.9202402152209918e-4,6.325731612951248e-4,-1.6789892255016382e-4,2,Coarse,2,pre1,TOWR,4,RHODO
54,1.6236477205088434e-4,6.001796173818111e-4,-1.9657231881781625e-4,2,Coarse,2,pre1,TOWR,4,RHODO
55,1.3295159386946066e-4,5.678246367049352e-4,-2.2227954025870906e-4,2,Coarse,2,pre1,TOWR,4,RHODO
56,1.037725839696731e-4,5.354992951138606e-4,-2.455997721631531e-4,2,Coarse,2,pre1,TOWR,4,RHODO
57,7.481657086395646e-5,5.031952687688019e-4,-2.646810817173408e-4,2,Coarse,2,pre1,TOWR,4,RHODO
58,4.607305783255116e-5,4.709047865079325e-4,-2.839275996606829e-4,2,Coarse,2,pre1,TOWR,4,RHODO
59,1.7532171471179287e-5,4.386205866894671e-4,-3.119387993185677e-4,2,Coarse,2,pre1,TOWR,4,RHODO
60,-1.0815385037264727e-5,4.070912688484302e-4,-3.3962011446860425e-4,2,Coarse,2,pre1,TOWR,4,RHODO
61,-3.897837443196804e-5,3.773194197791924e-4,-3.661599001188739e-4,2,Coarse,2,pre1,TOWR,4,RHODO
62,-6.69650641080237e-5,3.4849332163861755e-4,-3.9140896372985947e-4,2,Coarse,2,pre1,TOWR,4,RHODO
63,-9.47832614656535e-5,3.168444370135666e-4,-4.136475550134717e-4,2,Coarse,2,pre1,TOWR,4,RHODO
64,-1.2244034621920348e-4,2.945471595907514e-4,-4.3873281543975755e-4,2,Coarse,2,pre1,TOWR,4,RHODO
65,-1.4994329997092306e-4,2.6232990385720875e-4,-4.6310373656796935e-4,2,Coarse,2,pre1,TOWR,4,RHODO
66,-1.7729873331936226e-4,2.2990333076064088e-4,-4.884420482778301e-4,2,Coarse,2,pre1,TOWR,4,RHODO
67,-2.0451291074203304e-4,1.9724384920510966e-4,-5.15029898063761e-4,2,Coarse,2,pre1,TOWR,4,RHODO
68,-2.3159177346554304e-4,1.645717355554144e-4,-5.433017720716716e-4,2,Coarse,2,pre1,TOWR,4,RHODO
69,-2.5854096051306495e-4,1.318829138974695e-4,-5.691664020470406e-4,2,Coarse,2,pre1,TOWR,4,RHODO
70,-2.853658280985497e-4,9.917354189299334e-5,-5.933481930927946e-4,2,Coarse,2,pre1,TOWR,4,RHODO
71,-3.120714675194176e-4,6.643999544668726e-5,-6.130154154728246e-4,2,Coarse,2,pre1,TOWR,4,RHODO
72,-3.3866272168319773e-4,3.367885456201121e-5,-6.336336984990656e-4,2,Coarse,2,pre1,TOWR,4,RHODO
73,-3.6514420039002963e-4,3.2674675000408434e-6,-6.624993339939964e-4,2,Coarse,2,pre1,TOWR,4,RHODO
74,-3.915202944803432e-4,-2.715326252120342e-5,-6.837481450428097e-4,2,Coarse,2,pre1,TOWR,4,RHODO
75,-4.177951889460493e-4,-5.5803171040349175e-5,-7.02089918237104e-4,2,Coarse,2,pre1,TOWR,4,RHODO
76,-4.439728750941148e-4,-8.61800541415301e-5,-7.270187751401674e-4,2,Coarse,2,pre1,TOWR,4,RHODO
77,-4.7005716184228644e-4,-1.1824468153297813e-4,-7.533260030678884e-4,2,Coarse,2,pre1,TOWR,4,RHODO
78,-4.960516862195498e-4,-1.4607255389560564e-4,-7.790179672648987e-4,2,Coarse,2,pre1,TOWR,4,RHODO
79,-5.219599231365633e-4,-1.7404987878146913e-4,-8.044473390308946e-4,2,Coarse,2,pre1,TOWR,4,RHODO
80,-5.477851944854897e-4,-2.0371551758800838e-4,-8.28568559979665e-4,2,Coarse,2,pre1,TOWR,4,RHODO
81,-5.735306776229709e-4,-2.3642916747023952e-4,-8.502925346595122e-4,2,Coarse,2,pre1,TOWR,4,RHODO
82,-5.991994132851574e-4,-2.697256022393407e-4,-8.768580636683633e-4,2,Coarse,2,pre1,TOWR,4,RHODO
83,-6.247943129792278e-4,-2.926488176668247e-4,-9.012391321521466e-4,2,Coarse,2,pre1,TOWR,4,RHODO
84,-6.503181658919019e-4,-3.2249432507923934e-4,-9.23717009323877e-4,2,Coarse,2,pre1,TOWR,4,RHODO
85,-6.75773645351805e-4,-3.522159945456999e-4,-9.451887622121993e-4,2,Coarse,2,pre1,TOWR,4,RHODO
86,-7.011633148795155e-4,-3.8217473792397756e-4,-9.681650613034483e-4,2,Coarse,2,pre1,TOWR,4,RHODO
87,-7.264896338558273e-4,-4.135551918109936e-4,-9.959842943812454e-4,2,Coarse,2,pre1,TOWR,4,RHODO
88,-7.51754962836748e-4,-4.407920586698383e-4,-0.0010228233527849176,2,Coarse,2,pre1,TOWR,4,RHODO
89,-7.769615685405447e-4,-4.669243276634427e-4,-0.0010453314378385818,2,Coarse,2,pre1,TOWR,4,RHODO
90,-8.021116285310319e-4,-4.988800732493356e-4,-0.0010685265723582855,2,Coarse,2,pre1,TOWR,4,RHODO
91,-8.272072356182756e-4,-5.182901611188278e-4,-0.0010959754892968308,2,Coarse,2,pre1,TOWR,4,RHODO
92,-8.522504019969604e-4,-5.380756084667746e-4,-0.0011280321150359252,2,Coarse,2,pre1,TOWR,4,RHODO
93,-8.772430631406599e-4,-5.610698702010488e-4,-0.0011504427889683407,2,Coarse,2,pre1,TOWR,4,RHODO
94,-9.021870814687364e-4,-5.862300845293196e-4,-0.0011745990146987625,2,Coarse,2,pre1,TOWR,4,RHODO
95,-9.270842498016269e-4,-6.090494850497445e-4,-0.0012008443217514221,2,Coarse,2,pre1,TOWR,4,RHODO
96,-9.519362946185842e-4,-6.232511160922714e-4,-0.0012278154476743827,2,Coarse,2,pre1,TOWR,4,RHODO
97,-9.767448791312941e-4,-6.41400717737357e-4,-0.0012544355755217014,2,Coarse,2,pre1,TOWR,4,RHODO
98,-0.0010015116061853745,-6.594342249428076e-4,-0.0012871833803256639,2,Coarse,2,pre1,TOWR,4,RHODO
99,-0.001026238021001162,-6.76653795311457e-4,-0.0013167454178281777,2,Coarse,2,pre1,TOWR,4,RHODO
100,-0.0010509256137642294,-7.041275423405023e-4,-0.001349561022766548,2,Coarse,2,pre1,TOWR,4,RHODO
101,-0.0010755758220751103,-7.275954258484522e-4,-0.0013770618156705946,2,Coarse,2,pre1,TOWR,4,RHODO
102,-0.0011001900332673691,-7.406875341639257e-4,-0.0014044431260143077,2,Coarse,2,pre1,TOWR,4,RHODO
103,-0.0011247695866022736,-7.539041498409725e-4,-0.00143175082262075,2,Coarse,2,pre1,TOWR,4,RHODO
104,-0.0011493157753476597,-7.672707937678331e-4,-0.0014587018094146793,2,Coarse,2,pre1,TOWR,4,RHODO
105,-0.0011738298487482324,-7.85047086709351e-4,-0.0014889856628481591,2,Coarse,2,pre1,TOWR,4,RHODO
106,-0.00119831301389397,-8.017164086032891e-4,-0.0015201557052906588,2,Coarse,2,pre1,TOWR,4,RHODO
107,-0.001222766437492696,-8.143333493446422e-4,-0.001554922339462709,2,Coarse,2,pre1,TOWR,4,RHODO
108,-0.0012471912475526814,-8.313303840331715e-4,-0.0015859103169350026,2,Coarse,2,pre1,TOWR,4,RHODO
109,-0.0012715885349805708,-8.475316664352727e-4,-0.0016224785902703457,2,Coarse,2,pre1,TOWR,4,RHODO
110,-0.0012959593550996187,-8.648327048868257e-4,-0.0016596974858855752,2,Coarse,2,pre1,TOWR,4,RHODO
111,-0.0013203047290929863,-8.828540623899536e-4,-0.0016935755272318668,2,Coarse,2,pre1,TOWR,4,RHODO
112,-0.0013446256453762365,-9.002720849577316e-4,-0.0017268415565477402,2,Coarse,2,pre1,TOWR,4,RHODO
113,-0.0013689230609033227,-9.155599383064676e-4,-0.0017563959343431486,2,Coarse,2,pre1,TOWR,4,RHODO
114,-0.0013931979024096974,-9.278284220831296e-4,-0.0017920130074865084,2,Coarse,2,pre1,TOWR,4,RHODO
115,-0.001417451067596115,-9.516934932409861e-4,-0.0018250839301666743,2,Coarse,2,pre1,TOWR,4,RHODO
116,-0.0014416834262565182,-9.681078756992317e-4,-0.0018547992744675158,2,Coarse,2,pre1,TOWR,4,RHODO
117,-0.0014658958213529711,-9.813970681312111e-4,-0.0018925158006089964,2,Coarse,2,pre1,TOWR,4,RHODO
118,-0.0014900890700406961,-9.933713416733112e-4,-0.0019357712468179539,2,Coarse,2,pre1,TOWR,4,RHODO
119,-0.0015142639646457765,-0.0010077562609404245,-0.0019691345168527693,2,Coarse,2,pre1,TOWR,4,RHODO
120,-0.0015384212735982947,-0.0010231865914685358,-0.0020071639553527055,2,Coarse,2,pre1,TOWR,4,RHODO
121,-0.0015625617423229861,-0.001039755397339032,-0.0020419125065357186,2,Coarse,2,pre1,TOWR,4,RHODO
122,-0.0015866860940900278,-0.0010562634228138865,-0.002073872176407875,2,Coarse,2,pre1,TOWR,4,RHODO
123,-0.0016107950308277366,-0.0010654892934176695,-0.0021120217591354645,2,Coarse,2,pre1,TOWR,4,RHODO
124,-0.0016348892338993763,-0.0010743855769976755,-0.002145227606590616,2,Coarse,2,pre1,TOWR,4,RHODO
125,-0.0016589693648458575,-0.0010972000875793648,-0.0021804002800445725,2,Coarse,2,pre1,TOWR,4,RHODO
126,-0.0016830360660961073,-0.0011107142088764227,-0.0022154899030711397,2,Coarse,2,pre1,TOWR,4,RHODO
127,-0.001707089961646688,-0.0011233600022307548,-0.002250149861252536,2,Coarse,2,pre1,TOWR,4,RHODO
128,-0.0017311316577123556,-0.0011360436491176676,-0.002296738090642685,2,Coarse,2,pre1,TOWR,4,RHODO
129,-0.0017551617433489114,-0.0011462041469905775,-0.002334348049965297,2,Coarse,2,pre1,TOWR,4,RHODO
130,-0.0017791807910497032,-0.0011556229685702603,-0.00236754721037833,2,Coarse,2,pre1,TOWR,4,RHODO
131,-0.0018031893573172623,-0.0011689264813683833,-0.0024007521062811552,2,Coarse,2,pre1,TOWR,4,RHODO
132,-0.001827187983211034,-0.0011824296430689477,-0.0024347008980245403,2,Coarse,2,pre1,TOWR,4,RHODO
133,-0.0018511771948725763,-0.001192423366795371,-0.002467850541581126,2,Coarse,2,pre1,TOWR,4,RHODO
134,-0.001875157504029257,-0.0012024870904209061,-0.002515448004106504,2,Coarse,2,pre1,TOWR,4,RHODO
135,-0.0018991294084774017,-0.001212526975497677,-0.002555958166263587,2,Coarse,2,pre1,TOWR,4,RHODO
136,-0.0019230933925459715,-0.0012225131622531841,-0.0025961839583137146,2,Coarse,2,pre1,TOWR,4,RHODO
137,-0.0019470499275417148,-0.0012324464170318551,-0.002636777704672091,2,Coarse,2,pre1,TOWR,4,RHODO
138,-0.001970999472176485,-0.0012423274891243089,-0.0026883565415169704,2,Coarse,2,pre1,TOWR,4,RHODO
139,-0.001994942472977757,-0.0012554807318347545,-0.002730580064395914,2,Coarse,2,pre1,TOWR,4,RHODO
140,-0.0020188793646830623,-0.0012710115341210096,-0.0027755552749653494,2,Coarse,2,pre1,TOWR,4,RHODO
141,-0.002042810570618971,-0.0012834110317764351,-0.0028278323584750675,2,Coarse,2,pre1,TOWR,4,RHODO
142,-0.002066736503065503,-0.0012940986517829974,-0.0028777517940967584,2,Coarse,2,pre1,TOWR,4,RHODO
143,-0.0020906575636064585,-0.0013047329936238493,-0.002918875072011689,2,Coarse,2,pre1,TOWR,4,RHODO
144,-0.002114574143466455,-0.0013153147691202082,-0.0029608191322189827,2,Coarse,2,pre1,TOWR,4,RHODO
145,-0.0021384866238351656,-0.0013258446752078723,-0.0030104652597156426,2,Coarse,2,pre1,TOWR,4,RHODO
146,-0.002162395376179342,-0.00133632339435553,-0.0030536035366427582,2,Coarse,2,pre1,TOWR,4,RHODO
147,-0.0021863007625431514,-0.0013467515949683068,-0.003098222719761276,2,Coarse,2,pre1,TOWR,4,RHODO
148,-0.002210203135837461,-0.0013571299317771597,-0.003138585382015128,2,Coarse,2,pre1,TOWR,4,RHODO
149,-0.0022341028401182943,-0.001367459046214986,-0.003183486251495082,2,Coarse,2,pre1,TOWR,4,RHODO
150,-0.0022580002108552725,-0.001378525184263664,-0.003225397280038696,2,Coarse,2,pre1,TOWR,4,RHODO
151,-0.00228189557519005,-0.0013885457123627297,-0.0032674266769976736,2,Coarse,2,pre1,TOWR,4,RHODO
152,-0.0023057892521856594,-0.0013980037977788678,-0.003313544487284961,2,Coarse,2,pre1,TOWR,4,RHODO
153,-0.0023296815530666863,-0.0014080440532112128,-0.003361722417230512,2,Coarse,2,pre1,TOWR,4,RHODO
154,-0.002353572781450976,-0.0014180381510059076,-0.0034140626952049724,2,Coarse,2,pre1,TOWR,4,RHODO
155,-0.0023774632335730635,-0.0014279866600153655,-0.003460127309903459,2,Coarse,2,pre1,TOWR,4,RHODO
156,-0.0024013531984998027,-0.0014379886704457515,-0.0035082168422127325,2,Coarse,2,pre1,TOWR,4,RHODO
157,-0.0024252429583383503,-0.0014480158766717619,-0.003557646074620329,2,Coarse,2,pre1,TOWR,4,RHODO
158,-0.0024491327884369383,-0.0014578619423618953,-0.0036072510137340787,2,Coarse,2,pre1,TOWR,4,RHODO
159,-0.0024730229575787312,-0.0014676402423181778,-0.003656614934112101,2,Coarse,2,pre1,TOWR,4,RHODO
160,-0.002496913728168995,-0.0014773755776423343,-0.003706037141291661,2,Coarse,2,pre1,TOWR,4,RHODO
161,-0.0025208053564158245,-0.0014870684566024796,-0.0037556279840800302,2,Coarse,2,pre1,TOWR,4,RHODO
162,-0.0025446980925048174,-0.0014967193780154402,-0.0038053872618267186,2,Coarse,2,pre1,TOWR,4,RHODO
