mesh.type,days.incubated,estimate,upper95,lower95,pair_id,cohort_id,year,stream,block,species
Coarse,0,1,1,1,3,3,pre1,TOWR,4,WOOD
Coarse,1,0.9276421898304049,0.9642382645862304,0.8783722823858372,3,3,pre1,TOWR,4,WOOD
Coarse,2,0.89836684779807,0.9427363941331464,0.8428993414419784,3,3,pre1,TOWR,4,WOOD
Coarse,3,0.8762339720009832,0.9247807309263715,0.818316451278334,3,3,pre1,TOWR,4,WOOD
Coarse,4,0.8578227974249415,0.908903799066908,0.7984548702406252,3,3,pre1,TOWR,4,WOOD
Coarse,5,0.8418014896236846,0.8944383192671185,0.7820465270639612,3,3,pre1,TOWR,4,WOOD
Coarse,6,0.8274842251475724,0.8811197519968266,0.7682991727457685,3,3,pre1,TOWR,4,WOOD
Coarse,7,0.8144621945022767,0.8688836539852348,0.7556301719577377,3,3,pre1,TOWR,4,WOOD
Coarse,8,0.8024682375042264,0.8577011379322919,0.7440282508468892,3,3,pre1,TOWR,4,WOOD
Coarse,9,0.7913162888600715,0.8460937227056241,0.7334300403658621,3,3,pre1,TOWR,4,WOOD
Coarse,10,0.7808705491573407,0.8349593012573684,0.7236513303177557,3,3,pre1,TOWR,4,WOOD
Coarse,11,0.7710282755291324,0.8254935710844288,0.714945890148852,3,3,pre1,TOWR,4,WOOD
Coarse,12,0.7617094857701753,0.8152262014006011,0.7060565107005109,3,3,pre1,TOWR,4,WOOD
Coarse,13,0.7528504554336388,0.8052707840660212,0.6980917319069057,3,3,pre1,TOWR,4,WOOD
Coarse,14,0.7443994273061246,0.7964472203781444,0.68997397891686,3,3,pre1,TOWR,4,WOOD
Coarse,15,0.7363136769449213,0.7880155889298815,0.6826591481419556,3,3,pre1,TOWR,4,WOOD
Coarse,16,0.7285574442435504,0.7801667465279549,0.6755256367839654,3,3,pre1,TOWR,4,WOOD
Coarse,17,0.7211004375367734,0.7731063965519805,0.6687249600719422,3,3,pre1,TOWR,4,WOOD
Coarse,18,0.7139167275706056,0.7652445496848825,0.6625479403871104,3,3,pre1,TOWR,4,WOOD
Coarse,19,0.7069839138201012,0.7582677920783002,0.6562008725373815,3,3,pre1,TOWR,4,WOOD
Coarse,20,0.7002824853578331,0.751480064906486,0.6506973426620429,3,3,pre1,TOWR,4,WOOD
Coarse,21,0.6937953234622491,0.7448347773599124,0.6451962148034663,3,3,pre1,TOWR,4,WOOD
Coarse,22,0.6875073093125798,0.7383634646043729,0.6400065238764376,3,3,pre1,TOWR,4,WOOD
Coarse,23,0.6814050108237849,0.7320555350621704,0.6347297032426181,3,3,pre1,TOWR,4,WOOD
Coarse,24,0.6754764299263293,0.7249617685552596,0.6296742615892177,3,3,pre1,TOWR,4,WOOD
Coarse,25,0.6697107966036876,0.71823114054061,0.6247330890311996,3,3,pre1,TOWR,4,WOOD
Coarse,26,0.6640983995210652,0.7115122116039849,0.6199461200442624,3,3,pre1,TOWR,4,WOOD
Coarse,27,0.6586304455937275,0.7056600533810963,0.6153369998039007,3,3,pre1,TOWR,4,WOOD
Coarse,28,0.6532989426663603,0.7004763283916042,0.6108606338849654,3,3,pre1,TOWR,4,WOOD
Coarse,29,0.6480966008141927,0.6953855381230221,0.6062227066162954,3,3,pre1,TOWR,4,WOOD
Coarse,30,0.643016748772769,0.6899602665773448,0.601595454369739,3,3,pre1,TOWR,4,WOOD
Coarse,31,0.6380532627526456,0.684603402909209,0.5973687443303914,3,3,pre1,TOWR,4,WOOD
Coarse,32,0.633200505465002,0.6793821124780136,0.5929915691445172,3,3,pre1,TOWR,4,WOOD
Coarse,33,0.6284532736215322,0.6742415508344033,0.5885055132410655,3,3,pre1,TOWR,4,WOOD
Coarse,34,0.6238067525108192,0.668631154975977,0.584124228741628,3,3,pre1,TOWR,4,WOOD
Coarse,35,0.6192564765181324,0.6636740081493671,0.5796329870280672,3,3,pre1,TOWR,4,WOOD
Coarse,36,0.6147982946640875,0.6594088939848654,0.5752856913103259,3,3,pre1,TOWR,4,WOOD
Coarse,37,0.6104283404030209,0.6548550426025425,0.5709981579640022,3,3,pre1,TOWR,4,WOOD
Coarse,38,0.6061430050541047,0.6502819988842423,0.5669384963931533,3,3,pre1,TOWR,4,WOOD
Coarse,39,0.6019389143445222,0.6458823328969681,0.5632505503590649,3,3,pre1,TOWR,4,WOOD
Coarse,40,0.5978129076300439,0.6411430278170196,0.5596841765057504,3,3,pre1,TOWR,4,WOOD
Coarse,41,0.5937620194283652,0.6368734427265448,0.555425941700814,3,3,pre1,TOWR,4,WOOD
Coarse,42,0.5897834629578783,0.6326899415033391,0.5514470091946159,3,3,pre1,TOWR,4,WOOD
Coarse,43,0.5858746154217147,0.6283275411788736,0.5481038781509898,3,3,pre1,TOWR,4,WOOD
Coarse,44,0.5820330048158834,0.6242194807842983,0.5443933178279083,3,3,pre1,TOWR,4,WOOD
Coarse,45,0.5782562980727411,0.6201168866495885,0.5405515600668446,3,3,pre1,TOWR,4,WOOD
Coarse,46,0.5745422903780651,0.615946029917525,0.5370693073524546,3,3,pre1,TOWR,4,WOOD
Coarse,47,0.5708888955226681,0.6121196987733597,0.5342509483318753,3,3,pre1,TOWR,4,WOOD
Coarse,48,0.5672941371685722,0.6080604999383025,0.5307021222317196,3,3,pre1,TOWR,4,WOOD
Coarse,49,0.5637561409258744,0.6047990434433608,0.5269039596277576,3,3,pre1,TOWR,4,WOOD
Coarse,50,0.5602731271501041,0.6015078761772891,0.5231880420976089,3,3,pre1,TOWR,4,WOOD
Coarse,51,0.5568434043815104,0.5976530561932362,0.5196622284725941,3,3,pre1,TOWR,4,WOOD
Coarse,52,0.5534653633576467,0.5943953155300832,0.5163071284207228,3,3,pre1,TOWR,4,WOOD
Coarse,53,0.5501374715391364,0.5908641992169864,0.5125802978044217,3,3,pre1,TOWR,4,WOOD
Coarse,54,0.5468582680958158,0.5873702425900327,0.5089100072591626,3,3,pre1,TOWR,4,WOOD
Coarse,55,0.5436263593067622,0.583928065026083,0.5052913363628116,3,3,pre1,TOWR,4,WOOD
Coarse,56,0.5404404143331628,0.5806125964480533,0.5020485220585766,3,3,pre1,TOWR,4,WOOD
Coarse,57,0.5372991613277134,0.5777123157964233,0.49872404559652095,3,3,pre1,TOWR,4,WOOD
Coarse,58,0.5342013838483403,0.5746658155774826,0.49525501367887564,3,3,pre1,TOWR,4,WOOD
Coarse,59,0.5311459175476269,0.5717482561456753,0.49182816851343863,3,3,pre1,TOWR,4,WOOD
Coarse,60,0.5281316471124505,0.5689259727190822,0.48874362762029927,3,3,pre1,TOWR,4,WOOD
Coarse,61,0.5251575034310815,0.5661123146811767,0.4855558719302903,3,3,pre1,TOWR,4,WOOD
Coarse,62,0.5222224609673991,0.5633328780349912,0.4822556401615704,3,3,pre1,TOWR,4,WOOD
Coarse,63,0.5193255353239988,0.5604281813243631,0.4793504146257482,3,3,pre1,TOWR,4,WOOD
Coarse,64,0.5164657809778314,0.5576641327004208,0.4759290681094443,3,3,pre1,TOWR,4,WOOD
Coarse,65,0.5136422891736628,0.5546814068724026,0.47271450616439753,3,3,pre1,TOWR,4,WOOD
Coarse,66,0.5108541859621086,0.5514999651996477,0.46979073757966794,3,3,pre1,TOWR,4,WOOD
Coarse,67,0.5081006303702842,0.5490234040707868,0.4671647235010462,3,3,pre1,TOWR,4,WOOD
Coarse,68,0.505380812694274,0.5462435126723594,0.4644323185873592,3,3,pre1,TOWR,4,WOOD
Coarse,69,0.5026939529036393,0.5439181161949879,0.46153076665979215,3,3,pre1,TOWR,4,WOOD
Coarse,70,0.5000392991491031,0.5416199141726278,0.4579894954446522,3,3,pre1,TOWR,4,WOOD
Coarse,71,0.4974161263653683,0.5396887437221324,0.4551420831992303,3,3,pre1,TOWR,4,WOOD
