,sample.id,stream,block,species,mesh.type,year,date.deploy,date.collected,intitial.dry.mass.g,days.incubated,final.dry.mass.g,Tin.ID,tin.mass.g,tin.drymass.g,tin.ash.mass.g,month.collected,year.collected,leaf.dm.g,fung.biom.mg,fungal.biom.mg.g.afdm,init.dry_hl,init.afdm.g,tin.afdm.g,prop.afdm,final.drymass.gb,final.afdm.g,final.afdm.fbsub.g,final.afdm.gfb,mass.loss.g,pct.mass.remain,ln.pct.mass.remain,interval,mean.temp
347,W012,TOWR,1,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.09,124,0.11,121A2,1.7735,1.8045,1.7758,4,2019,0.0328,0.98,33.23,4.4375,4.248889389,0.0287,0.925806452,0.11,0.10183871,0.030366452,0.132205161,4.116684228,2.396831274,0.874147562,2018-11-28 2019-04-01,8.469606671
348,W013,TOWR,2,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.08,124,1.4,R196,3.6592,4.1856,3.7605,4,2019,0.0492,1.85,41.67,4.4275,4.239314427,0.4251,0.80756079,1.4,1.130585106,0.039731991,1.170317097,3.06899733,26.66905524,3.283503913,2018-11-28 2019-04-01,8.690058829
349,W014,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/5/2018,4.94,7,4.1,R186,3.6409,5.3527,3.7533,12,2018,NA,NA,NA,4.2875,4.105264959,1.5994,0.934338124,4.1,3.830786307,NA,3.830786307,0.274478653,93.31398448,4.535969984,2018-11-28 2018-12-05,8.693806944
350,W015,TOWR,1,ACER,Coarse,pre2,11/28/2018,1/15/2019,5.04,48,3.69,??,3.6346,4.3079,3.6871,1,2019,NA,NA,NA,4.3875,4.201014579,0.6208,0.922025843,3.69,3.40227536,NA,3.40227536,0.798739219,80.98699245,4.394288555,2018-11-28 2019-01-15,8.319866923
351,W016,TOWR,3,ACER,Coarse,pre2,11/28/2018,12/5/2018,5,7,4.16,R609,3.6215,4.7451,3.6876,12,2018,NA,NA,NA,4.3475,4.162714731,1.0575,0.941171235,4.16,3.915272339,NA,3.915272339,0.247442392,94.05574467,4.543887635,2018-11-28 2018-12-05,9.158744792
352,W017,TOWR,1,ACER,Coarse,pre2,11/28/2018,1/15/2019,5.09,48,3.78,R251,3.6646,4.7688,3.7617,1,2019,NA,NA,NA,4.4375,4.248889389,1.0071,0.912063032,3.78,3.447598261,NA,3.447598261,0.801291128,81.14116291,4.39619039,2018-11-28 2019-01-15,8.319866923
353,W018,TOWR,3,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.95,97,2.23,R268,3.6573,4.6214,3.7534,3,2019,NA,NA,NA,4.2975,4.114839921,0.868,0.900321543,2.23,2.007717042,NA,2.007717042,2.10712288,48.79210565,3.88756853,2018-11-28 2019-03-05,8.693421327
354,W019,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.93,19,3.67,R172,3.656,4.8327,3.7369,12,2018,NA,NA,NA,4.2775,4.095689997,1.0958,0.931248407,3.67,3.417681652,NA,3.417681652,0.678008345,83.44580899,4.424197427,2018-11-28 2018-12-17,7.654020425
355,W020,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/5/2018,5.01,7,4.31,T156,3.5242,5.7829,3.6839,12,2018,NA,NA,NA,4.3575,4.172289693,2.099,0.929295613,4.31,4.00526409,NA,4.00526409,0.167025603,95.99678796,4.564314732,2018-11-28 2018-12-05,8.693806944
356,W021,TOWR,2,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.07,124,0.77,56,2.0785,2.3622,2.1048,4,2019,0.049,1.41,31.97,4.4175,4.229739465,0.2574,0.90729644,0.77,0.698618259,0.044457526,0.743075784,3.486663681,16.51681538,2.804378976,2018-11-28 2019-04-01,8.690058829
357,W022,TOWR,2,ACER,Coarse,pre2,11/28/2018,1/15/2019,4.98,48,3.29,R905,3.6664,4.6711,3.7519,1,2019,NA,NA,NA,4.3275,4.143564807,0.9192,0.91489997,3.29,3.010020902,NA,3.010020902,1.133543906,72.64326834,4.285560727,2018-11-28 2019-01-15,8.589304348
358,W023,TOWR,2,ACER,Coarse,pre2,11/28/2018,12/5/2018,4.91,7,4.1,R251,3.6636,5.597,3.7853,12,2018,NA,NA,NA,4.2575,4.076540073,1.8117,0.937053895,4.1,3.841920968,NA,3.841920968,0.234619105,94.24465108,4.545894072,2018-11-28 2018-12-05,8.9996875
359,W024,TOWR,2,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.95,14,3.86,R277,3.6477,5.0351,3.7377,12,2018,0.0178,0.5,31.42,4.2975,4.114839921,1.2974,0.93513046,3.86,3.609603575,0.016645322,3.626248897,0.488591024,87.72160385,4.474168207,2018-11-28 2018-12-12,7.831678385
360,W025,TOWR,2,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.95,97,1.31,R889,3.671,4.214,3.713,3,2019,NA,NA,NA,4.2975,4.114839921,0.501,0.922651934,1.31,1.208674033,NA,1.208674033,2.906165888,29.37353715,3.380094172,2018-11-28 2019-03-05,8.527714529
361,W026,TOWR,2,ACER,Coarse,pre2,11/28/2018,2/4/2019,4.9,68,2.69,R311,3.6268,4.4978,3.7048,2,2019,0.0234,1.1,52.26,4.2475,4.066965111,0.793,0.910447761,2.69,2.449104478,0.021304478,2.470408955,1.596556156,60.21946121,4.097995576,2018-11-28 2019-02-04,8.111191998
362,W027,TOWR,2,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.95,14,3.82,R186,3.6412,5.0522,3.7394,12,2018,0.0734,1.61,24.33,4.2975,4.114839921,1.3128,0.930403969,3.82,3.554143161,0.068291651,3.622434812,0.492405109,86.37378923,4.458684264,2018-11-28 2018-12-12,7.831678385
363,W028,TOWR,3,ACER,Coarse,pre2,11/28/2018,12/17/2018,5.02,19,3.81,T149,3.5436,4.8796,3.6399,12,2018,NA,NA,NA,4.3675,4.181864655,1.2397,0.927919162,3.81,3.535372006,NA,3.535372006,0.646492649,84.54056497,4.437231478,2018-11-28 2018-12-17,8.169208333
364,W029,TOWR,3,ACER,Coarse,pre2,11/28/2018,2/4/2019,4.91,68,2.98,T170,3.5191,4.5854,3.5949,2,2019,0.048,1.81,41.86,4.2575,4.076540073,0.9905,0.928913064,2.98,2.76816093,0.044587827,2.812748757,1.263791316,67.90466623,4.218104754,2018-11-28 2019-02-04,8.286660906
365,W030,TOWR,3,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.06,124,1.6,J35,1.7645,2.2129,1.8023,4,2019,0.043,1.51,39.14,4.4075,4.220164503,0.4106,0.915700268,1.6,1.465120428,0.039375112,1.50449554,2.715668964,34.71714022,3.547233519,2018-11-28 2019-04-01,8.851153262
366,W031,TOWR,3,ACER,Coarse,pre2,11/28/2018,12/17/2018,5.09,19,4.07,R250,3.6661,4.9233,3.7501,12,2018,NA,NA,NA,4.4375,4.248889389,1.1732,0.933184855,4.07,3.798062361,NA,3.798062361,0.450827029,89.38953248,4.493003589,2018-11-28 2018-12-17,8.169208333
367,W032,TOWR,3,ACER,Coarse,pre2,11/28/2018,4/1/2019,4.92,124,1.14,J54,1.7599,2.2431,1.8017,4,2019,0.0475,1.38,32.31,4.2675,4.086115035,0.4414,0.913493377,1.14,1.04138245,0.043390935,1.084773386,3.00134165,25.48588185,3.238124646,2018-11-28 2019-04-01,8.851153262
368,W033,TOWR,2,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.95,19,3.87,R272,3.6341,4.4766,3.6918,12,2018,NA,NA,NA,4.2975,4.114839921,0.7848,0.931513353,3.87,3.604956677,NA,3.604956677,0.509883245,87.60867362,4.472880007,2018-11-28 2018-12-17,7.996206495
369,W034,TOWR,1,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.91,97,3.1,T228,3.5451,4.8394,3.6565,3,2019,NA,NA,NA,4.2575,4.076540073,1.1829,0.91393031,3.1,2.83318396,NA,2.83318396,1.243356113,69.49972058,4.241322732,2018-11-28 2019-03-05,8.288762939
370,W035,TOWR,1,ACER,Coarse,pre2,11/28/2018,2/4/2019,4.96,68,2.4,R250,3.667,4.5383,3.745,2,2019,0.0333,1.24,41.33,4.3075,4.124414883,0.7933,0.910478595,2.4,2.185148628,0.030318937,2.215467566,1.908947318,52.98081523,3.969929871,2018-11-28 2019-02-04,7.82145686
371,W036,TOWR,2,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.97,97,1.97,T132,3.5321,4.1836,3.583,3,2019,NA,NA,NA,4.3175,4.133989845,0.6006,0.921872602,1.97,1.816089025,NA,1.816089025,2.31790082,43.93066005,3.782612483,2018-11-28 2019-03-05,8.527714529
372,W037,TOWR,1,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.03,124,1.62,73,1.7606,2.4865,1.825,4,2019,0.0603,2.05,37.69,4.3775,4.191439617,0.6615,0.911282546,1.62,1.476277724,0.054950338,1.531228062,2.660211556,35.22125711,3.561649795,2018-11-28 2019-04-01,8.469606671
373,W038,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/12/2018,5.02,14,3.92,R172,3.6558,4.8906,3.7343,12,2018,0.1023,1.93,20.97,4.3675,4.181864655,1.1563,0.936426952,3.92,3.670793651,0.095796477,3.766590128,0.415274527,87.77887266,4.474820841,2018-11-28 2018-12-12,7.477161748
374,W039,TOWR,1,ACER,Coarse,pre2,11/28/2018,2/4/2019,4.97,68,2.26,??,3.6346,4.5506,3.7084,2,2019,0.0545,1.63,33.28,4.3175,4.133989845,0.8422,0.919432314,2.26,2.077917031,0.050109061,2.128026092,2.005963754,50.26420258,3.917293145,2018-11-28 2019-02-04,7.82145686
375,W040,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.98,14,3.9,T154,3.5212,4.6293,3.5919,12,2018,0.0738,1.69,25.46,4.3275,4.143564807,1.0374,0.936197094,3.9,3.651168667,0.069091346,3.720260013,0.423304795,88.11660579,4.478661003,2018-11-28 2018-12-12,7.477161748
376,W041,TOWR,1,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.92,97,2.77,T217,3.5505,4.6269,3.6449,3,2019,NA,NA,NA,4.2675,4.086115035,0.982,0.91230026,2.77,2.527071721,NA,2.527071721,1.559043315,61.84533961,4.124636746,2018-11-28 2019-03-05,8.288762939
377,W042,TOWR,1,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.97,19,3.83,T148,3.5243,4.4739,3.5907,12,2018,NA,NA,NA,4.3175,4.133989845,0.8832,0.930075821,3.83,3.562190396,NA,3.562190396,0.571799449,86.16833929,4.456302817,2018-11-28 2018-12-17,7.654020425
378,W043,WS55,2,ACER,Coarse,pre2,11/28/2018,1/15/2019,5.1,48,3.54,T154,3.5219,4.5382,3.5982,1,2019,NA,NA,NA,4.4475,4.258464351,0.94,0.924923743,3.54,3.27423005,NA,3.27423005,0.984234301,76.88757684,4.342344314,2018-11-28 2019-01-15,10.77677604
379,W044,WS55,2,ACER,Coarse,pre2,11/28/2018,2/4/2019,5.03,68,1.87,T138,3.5341,4.1059,3.5779,2,2019,0.0563,1.51,29.71,4.3775,4.191439617,0.528,0.92339979,1.87,1.726757608,0.051987408,1.778745016,2.412694602,41.19724403,3.718371362,2018-11-28 2019-02-04,10.55736032
380,W045,WS55,2,ACER,Coarse,pre2,11/28/2018,12/12/2018,5.07,14,3.75,T243,3.5208,4.8564,3.6138,12,2018,0.031,0.9,32.23,4.4175,4.229739465,1.2426,0.930368374,3.75,3.488881402,0.02884142,3.517722821,0.712016644,82.48454616,4.412610956,2018-11-28 2018-12-12,10.21059983
381,W046,WS55,3,ACER,Coarse,pre2,11/28/2018,12/12/2018,5.08,14,3.86,R311,3.626,4.864,3.7058,12,2018,0.0824,1.5,20.18,4.4275,4.239314427,1.1582,0.935541195,3.86,3.611189015,0.077088595,3.688277609,0.551036818,85.18332566,4.444805706,2018-11-28 2018-12-12,10.18278472
382,W047,WS55,3,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.92,14,3.89,T149,3.5433,4.7026,3.6235,12,2018,0.0116,0.52,50.25,4.2675,4.086115035,1.0791,0.930820323,3.89,3.620891055,0.010797516,3.631688571,0.454426465,88.61451583,4.48429568,2018-11-28 2018-12-12,10.18278472
383,W048,WS55,2,ACER,Coarse,pre2,11/28/2018,2/4/2019,5.01,68,0.61,T150,3.5572,3.9431,3.5868,2,2019,0.0197,0.98,55.17,4.3575,4.172289693,0.3563,0.923296191,0.61,0.563210676,0.018188935,0.581399611,3.590890082,13.49883919,2.602603696,2018-11-28 2019-02-04,10.55736032
384,W049,WS55,2,ACER,Coarse,pre2,11/28/2018,4/1/2019,4.94,124,1.59,J6,1.7839,2.3503,1.8834,4,2019,0.0359,0.99,30.56,4.2875,4.105264959,0.4669,0.824329096,1.59,1.310683263,0.029593415,1.340276677,2.764988282,31.92688598,3.463448475,2018-11-28 2019-04-01,10.87615864
385,W050,WS55,3,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.05,124,1.88,F38,2.0262,2.5801,2.0765,4,2019,0.0637,2.87,50.13,4.3975,4.210589541,0.5036,0.909189384,1.88,1.709276043,0.057915364,1.767191406,2.443398135,40.59469644,3.703637428,2018-11-28 2019-04-01,10.94239092
386,W051,WS55,3,ACER,Coarse,pre2,11/28/2018,1/15/2019,4.96,48,3.21,T170,3.5192,4.3555,3.589,1,2019,NA,NA,NA,4.3075,4.124414883,0.7665,0.916537128,3.21,2.94208418,NA,2.94208418,1.182330703,71.33337124,4.267364258,2018-11-28 2019-01-15,10.84006171
387,W052,WS55,2,ACER,Coarse,pre2,11/28/2018,12/5/2018,5,7,4.01,R888,3.6823,4.8665,3.7553,12,2018,NA,NA,NA,4.3475,4.162714731,1.1112,0.938355008,4.01,3.76280358,NA,3.76280358,0.399911151,90.3930205,4.504167058,2018-11-28 2018-12-05,11.00356354
388,W053,WS55,3,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.95,97,0.36,T109,3.524,3.6875,3.5367,3,2019,NA,NA,NA,4.2975,4.114839921,0.1508,0.922324159,0.36,0.332036697,NA,0.332036697,3.782803224,8.069249439,2.088060472,2018-11-28 2019-03-05,10.84583333
389,W054,WS55,3,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.07,124,0.26,99,2.1377,2.2675,2.1464,4,2019,0.0329,1.1,37,4.4175,4.229739465,0.1211,0.932973806,0.26,0.24257319,0.030694838,0.273268028,3.956471438,5.734943996,1.746577985,2018-11-28 2019-04-01,10.94239092
390,W055,WS55,3,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.97,19,3.69,R171,3.6761,5.0977,3.7829,12,2018,NA,NA,NA,4.3175,4.133989845,1.3148,0.924873382,3.69,3.41278278,NA,3.41278278,0.721207065,82.55421294,4.413455204,2018-11-28 2018-12-17,10.35919638
391,W056,WS55,3,ACER,Coarse,pre2,11/28/2018,1/15/2019,5.06,48,3.1,R311,3.6264,4.8865,3.7371,1,2019,NA,NA,NA,4.4075,4.220164503,1.1494,0.912149829,3.1,2.827664471,NA,2.827664471,1.392500032,67.00365516,4.204747173,2018-11-28 2019-01-15,10.84006171
392,W057,WS55,3,ACER,Coarse,pre2,11/28/2018,12/17/2018,5,19,3.71,R905,3.6661,4.8214,3.7389,12,2018,NA,NA,NA,4.3475,4.162714731,1.0825,0.936986064,3.71,3.476218298,NA,3.476218298,0.686496433,83.50844395,4.424947752,2018-11-28 2018-12-17,10.35919638
393,W058,WS55,3,ACER,Coarse,pre2,11/28/2018,2/4/2019,4.9,68,3.07,T151,3.5236,4.577,3.6038,2,2019,0.0314,1.12,39.67,4.2475,4.066965111,0.9732,0.923865578,3.07,2.836267325,0.029009379,2.865276704,1.201688407,69.73916046,4.244762003,2018-11-28 2019-02-04,10.6464768
394,W059,WS55,3,ACER,Coarse,pre2,11/28/2018,3/5/2019,5,97,2.37,R887,3.6716,4.7492,3.775,3,2019,NA,NA,NA,4.3475,4.162714731,0.9742,0.904046028,2.37,2.142589087,NA,2.142589087,2.020125644,51.47095646,3.941017696,2018-11-28 2019-03-05,10.84583333
395,W060,WS55,1,ACER,Coarse,pre2,11/28/2018,2/4/2019,5.04,68,1.03,R288,3.6243,4.1025,3.6622,2,2019,0.0189,1.1,64.61,4.3875,4.201014579,0.4403,0.920744458,1.03,0.948366792,0.01740207,0.965768862,3.235245717,22.57470842,3.116830183,2018-11-28 2019-02-04,10.27986164
396,W061,WS55,1,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.98,19,3.81,T154,3.5214,4.4863,3.6011,12,2018,NA,NA,NA,4.3275,4.143564807,0.8852,0.917400767,3.81,3.495296922,NA,3.495296922,0.648267885,84.35482693,4.435032032,2018-11-28 2018-12-17,9.969774918
397,W062,WS55,1,ACER,Coarse,pre2,11/28/2018,12/5/2018,5.09,7,4.38,T160,3.5192,4.8491,3.6093,12,2018,NA,NA,NA,4.4375,4.248889389,1.2398,0.932250545,4.38,4.083257388,NA,4.083257388,0.165632002,96.10175774,4.565407607,2018-11-28 2018-12-05,10.65427639
398,W063,WS55,1,ACER,Coarse,pre2,11/28/2018,12/5/2018,4.9,7,4,R277,3.6484,5.2046,3.7473,12,2018,NA,NA,NA,4.2475,4.066965111,1.4573,0.936447757,4,3.745791029,NA,3.745791029,0.321174082,92.10285623,4.522905955,2018-11-28 2018-12-05,10.65427639
399,W064,WS55,1,ACER,Coarse,pre2,11/28/2018,3/5/2019,5.1,97,0.11,T252,3.539,3.5918,3.5445,3,2019,NA,NA,NA,4.4475,4.258464351,0.0473,0.895833333,0.11,0.098541667,NA,0.098541667,4.159922685,2.314018823,0.838985763,2018-11-28 2019-03-05,10.5341049
400,W065,WS55,1,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.91,19,3.59,T140,3.5157,4.6288,3.6222,12,2018,NA,NA,NA,4.2575,4.076540073,1.0066,0.904321265,3.59,3.246513341,NA,3.246513341,0.830026732,79.63894093,4.377503181,2018-11-28 2018-12-17,9.969774918
401,W066,WS55,1,ACER,Coarse,pre2,11/28/2018,3/5/2019,5.02,97,1.8,T211,3.5101,4.2867,3.5761,3,2019,NA,NA,NA,4.3675,4.181864655,0.7106,0.915014164,1.8,1.647025496,NA,1.647025496,2.53483916,39.3849546,3.67338388,2018-11-28 2019-03-05,10.5341049
402,W067,WS55,1,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.9,14,3.75,T138,3.5328,4.5891,3.5993,12,2018,0.0188,0.73,43.24,4.2475,4.066965111,0.9898,0.9370444,3.75,3.513916501,0.017616435,3.531532936,0.535432176,86.40144198,4.459004365,2018-11-28 2018-12-12,9.775694444
403,W068,WS55,1,ACER,Coarse,pre2,11/28/2018,2/4/2019,5.03,68,1.93,T154,3.5221,4.165,3.5775,2,2019,0.0504,1.4,30.87,4.3775,4.191439617,0.5875,0.913827967,1.93,1.763687976,0.04605693,1.809744906,2.381694711,42.07833435,3.739532985,2018-11-28 2019-02-04,10.27986164
404,W069,WS55,1,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.07,124,1.83,T330,3.5225,4.0817,3.5791,4,2019,0.0555,1.97,39.49,4.4175,4.229739465,0.5026,0.898783977,1.83,1.644774678,0.049882511,1.694657189,2.535082277,38.8859572,3.660633188,2018-11-28 2019-04-01,10.65603449
405,W070,WS55,1,ACER,Coarse,pre2,11/28/2018,1/15/2019,4.93,48,3.15,R186,3.6419,4.6457,3.7321,1,2019,NA,NA,NA,4.2775,4.095689997,0.9136,0.910141462,3.15,2.866945607,NA,2.866945607,1.228744391,69.99908705,4.2484822,2018-11-28 2019-01-15,10.49574479
406,W071,WS55,1,ACER,Coarse,pre2,11/28/2018,12/12/2018,5.08,14,4.07,T150,3.555,4.9532,3.6546,12,2018,0.0289,1.09,41.94,4.4275,4.239314427,1.2986,0.928765556,4.07,3.780075812,0.026841325,3.806917136,0.432397291,89.16714899,4.490512687,2018-11-28 2018-12-12,9.775694444
407,W072,WS55,1,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.04,124,2.06,44,2.116,2.8225,2.1981,4,2019,0.078,1.87,26.69,4.3875,4.201014579,0.6244,0.883793347,2.06,1.820614296,0.068935881,1.889550177,2.311464402,43.33749054,3.769018093,2018-11-28 2019-04-01,10.65603449
408,W073,WS55,1,ACER,Coarse,pre2,11/28/2018,1/15/2019,5.01,48,2.67,R218,3.6365,4.4071,3.7133,1,2019,NA,NA,NA,4.3575,4.172289693,0.6938,0.900337399,2.67,2.403900856,NA,2.403900856,1.768388837,57.61586642,4.053797988,2018-11-28 2019-01-15,10.49574479
409,W074,WS55,3,ACER,Coarse,pre2,11/28/2018,12/5/2018,5.03,7,4.12,R171,3.6754,5.135,3.7544,12,2018,NA,NA,NA,4.3775,4.191439617,1.3806,0.945875582,4.12,3.897007399,NA,3.897007399,0.294432218,92.97539163,4.532334852,2018-11-28 2018-12-05,10.99637708
410,W075,WS55,2,ACER,Coarse,pre2,11/28/2018,12/17/2018,4.95,19,3.76,R251,3.6641,4.6535,3.7303,12,2018,NA,NA,NA,4.2975,4.114839921,0.9232,0.933090762,3.76,3.508421265,NA,3.508421265,0.606418656,85.26264284,4.445736408,2018-11-28 2018-12-17,10.36433303
411,W077,WS55,2,ACER,Coarse,pre2,11/28/2018,12/12/2018,4.97,14,3.8,R288,3.6232,4.7342,3.6988,12,2018,0.0846,1.14,14.91,4.3175,4.133989845,1.0354,0.931953195,3.8,3.541422142,0.07884324,3.620265383,0.513724463,85.66596133,4.450455563,2018-11-28 2018-12-12,10.21059983
412,W078,WS55,2,ACER,Coarse,pre2,11/28/2018,12/17/2018,5.04,19,3.74,T243,3.5209,4.5761,3.5992,12,2018,NA,NA,NA,4.3875,4.201014579,0.9769,0.925796058,3.74,3.462477255,NA,3.462477255,0.738537324,82.42002474,4.411828426,2018-11-28 2018-12-17,10.36433303
413,W079,WS55,2,ACER,Coarse,pre2,11/28/2018,12/5/2018,5.07,7,4.11,R273,3.5658,4.8397,3.6461,12,2018,NA,NA,NA,4.4175,4.229739465,1.1936,0.936965225,4.11,3.850927074,NA,3.850927074,0.378812391,91.04407271,4.511343705,2018-11-28 2018-12-05,11.00356354
414,W080,WS55,2,ACER,Coarse,pre2,11/28/2018,12/5/2018,5.04,7,2.21,R916,3.6683,4.4325,3.7304,12,2018,NA,NA,NA,4.3875,4.201014579,0.7021,0.91873855,2.21,2.030412196,NA,2.030412196,2.170602384,48.33147225,3.878082948,2018-11-28 2018-12-05,11.00356354
415,W081,WS55,3,ACER,Coarse,pre2,11/28/2018,1/15/2019,5,48,3.41,T148,3.5245,4.4445,3.6032,1,2019,NA,NA,NA,4.3475,4.162714731,0.8413,0.914456522,3.41,3.118296739,NA,3.118296739,1.044417992,74.91017138,4.316289681,2018-11-28 2019-01-15,10.84006171
416,W082,WS55,3,ACER,Coarse,pre2,11/28/2018,12/5/2018,4.99,7,3.95,T149,3.5435,4.9849,3.6233,12,2018,NA,NA,NA,4.3375,4.153139769,1.3616,0.944637158,3.95,3.731316775,NA,3.731316775,0.421822994,89.84327479,4.498066761,2018-11-28 2018-12-05,10.99637708
417,W083,WS55,2,ACER,Coarse,pre2,11/28/2018,4/1/2019,5.05,124,0.06,48,1.7623,1.8165,1.7739,4,2019,0.0176,0.72,45.27,4.3975,4.210589541,0.0426,0.78597786,0.06,0.047158672,0.01383321,0.060991882,4.149597659,1.120001632,0.113330143,2018-11-28 2019-04-01,10.87615864
418,W084,WS55,2,ACER,Coarse,pre2,11/28/2018,3/5/2019,4.98,97,2.42,T220,3.527,4.6929,3.6444,3,2019,NA,NA,NA,4.3275,4.143564807,1.0485,0.899305258,2.42,2.176318724,NA,2.176318724,1.967246084,52.52285954,3.961248495,2018-11-28 2019-03-05,10.76536508
419,W085,TOWR,3,RHODO,Coarse,pre2,11/28/2018,2/4/2019,10.1,68,7.68,R888,3.6823,6.5515,3.849,2,2019,0.0714,2.21,34.34,9.3225,8.804810383,2.7025,0.941900181,7.68,7.233793392,0.067251673,7.301045065,1.503765318,82.15728763,4.408635552,2018-11-28 2019-02-04,8.286660906
420,W086,TOWR,3,RHODO,Coarse,pre2,11/28/2018,12/12/2018,10,14,8.69,R171,3.6754,6.218,3.7918,12,2018,0.0876,0.65,8.28,9.2225,8.710363503,2.4262,0.95422009,8.69,8.292172579,0.08358968,8.375762259,0.334601244,95.19892685,4.555968669,2018-11-28 2018-12-12,7.980491319
421,W087,TOWR,3,RHODO,Coarse,pre2,11/28/2018,4/1/2019,9.9,124,8.27,T153,3.5264,6.0388,3.6655,4,2019,NA,NA,NA,9.1225,8.615916623,2.3733,0.944634612,8.27,7.812128244,NA,7.812128244,0.803788379,90.67088954,4.507236352,2018-11-28 2019-04-01,8.851153262
422,W088,TOWR,2,RHODO,Coarse,pre2,11/28/2018,12/5/2018,10.03,7,8.79,R260,3.6344,5.9914,3.7313,12,2018,NA,NA,NA,9.2525,8.738697567,2.2601,0.958888417,8.79,8.42862919,NA,8.42862919,0.310068377,96.45177814,4.569043175,2018-11-28 2018-12-05,8.9996875
423,W089,TOWR,3,RHODO,Coarse,pre2,11/28/2018,2/4/2019,10.07,68,7.72,R171,3.6764,6.8753,3.8578,2,2019,0.1499,2.19,16.25,9.2925,8.776476319,3.0175,0.943293007,7.72,7.282222014,0.141399622,7.423621636,1.352854683,82.97432534,4.418531227,2018-11-28 2019-02-04,8.286660906
424,W090,TOWR,2,RHODO,Coarse,pre2,11/28/2018,3/5/2019,10.01,97,8.05,T338,3.5298,6.6913,3.6958,3,2019,NA,NA,NA,9.2325,8.719808191,2.9955,0.947493279,8.05,7.627320892,NA,7.627320892,1.092487299,87.47120034,4.4713096,2018-11-28 2019-03-05,8.527714529
425,W091,TOWR,3,RHODO,Coarse,pre2,11/28/2018,3/5/2019,10.02,97,8.29,T171,3.5208,6.5051,3.6793,3,2019,NA,NA,NA,9.2425,8.729252879,2.8258,0.946888718,8.29,7.849707469,NA,7.849707469,0.87954541,89.92416164,4.498966667,2018-11-28 2019-03-05,8.693421327
426,W092,TOWR,3,RHODO,Coarse,pre2,11/28/2018,12/12/2018,9.93,14,8.79,T170,3.5187,6.6445,3.67,12,2018,0.0805,0.55,7.66,9.1525,8.644250687,2.9745,0.951596391,8.79,8.36453228,0.07660351,8.441135789,0.203114898,96.76411042,4.572276165,2018-11-28 2018-12-12,7.980491319
427,W093,TOWR,3,RHODO,Coarse,pre2,11/28/2018,12/5/2018,10.07,7,9.06,R250,3.6661,6.5472,3.8052,12,2018,NA,NA,NA,9.2925,8.776476319,2.742,0.951719829,9.06,8.622581653,NA,8.622581653,0.153894666,98.24650964,4.587479725,2018-11-28 2018-12-05,9.158744792
428,W094,TOWR,2,RHODO,Coarse,pre2,11/28/2018,2/4/2019,10.07,68,8.45,T156,3.5261,7.2433,3.7475,2,2019,0.0886,1.79,22.4,9.2925,8.776476319,3.4958,0.94043904,8.45,7.946709889,0.083322899,8.030032788,0.746443531,90.54556294,4.505853182,2018-11-28 2019-02-04,8.111191998
429,W095,TOWR,2,RHODO,Coarse,pre2,11/28/2018,12/17/2018,10.02,19,8.83,R277,3.6478,6.3795,3.802,12,2018,NA,NA,NA,9.2425,8.729252879,2.5775,0.943551635,8.83,8.331560933,NA,8.331560933,0.397691946,95.44414681,4.558541226,2018-11-28 2018-12-17,7.996206495
430,W096,TOWR,1,RHODO,Coarse,pre2,11/28/2018,4/29/2019,10.02,152,7.1,T319,3.5283,5.7752,3.6822,4,2019,0.1163,1.4,13.37,9.2425,8.729252879,2.093,0.93150563,7.1,6.613689973,0.108334105,6.722024078,2.007228801,75.76467385,4.32763214,2018-11-28 2019-04-29,9.093014861
